;X151f;X126f;X96f;X175f;X79f;X100f;X99f;X163f;manual_tax;NCBI_tax
tax_176;0;4;1;1;4;0;2;2;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Pelotomaculum"
tax_177;0;2;0;1;0;0;0;0;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Peptoniphilaceae; Anaerococcus"
tax_178;26;16;5;28;9;6;16;17;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae"
tax_179;0;2;0;0;1;0;1;4;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptoclostridium"
tax_180;11;9;2;26;23;9;7;6;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Pseudoflavonifractor"
tax_181;109;164;221;82;403;125;85;423;Ruminococcaceae;"Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus"
tax_182;0;1;0;0;0;0;0;0;Ruminococcaceae;"Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ethanoligenens"
tax_183;100;84;80;277;163;46;64;279;Ruminococcaceae;"Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium"
tax_184;5;19;1;2;1;2;0;5;Ruminococcaceae;"Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium"
tax_185;49;223;16;321;55;53;22;111;Ruminococcaceae;"Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus"
tax_186;0;0;0;0;2;0;1;1;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Symbiobacteriaceae; Symbiobacterium"
tax_187;0;4;0;1;3;0;0;1;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Syntrophomonadaceae; Dethiobacter"
tax_188;0;1;0;1;0;0;0;1;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Syntrophomonadaceae; Syntrophomonas"
tax_189;0;0;0;1;1;1;0;0;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Veillonellaceae; Selenomonas"
tax_190;0;0;0;0;2;0;0;1;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Clostridiales; Veillonellaceae; Veillonella"
tax_191;2;0;0;0;0;0;0;1;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Halanaerobiales; Halanaerobiaceae; Halothermothrix"
tax_192;2;2;2;1;4;0;2;3;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Caldanaerobacter"
tax_193;0;0;0;0;0;2;0;0;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Carboxydothermus"
tax_194;0;0;0;0;0;0;1;1;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Moorella group; Ammonifex"
tax_195;0;0;0;0;1;0;0;0;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Moorella group; Moorella"
tax_196;0;3;1;0;3;2;0;0;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter"
tax_197;3;7;0;1;6;8;0;2;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor"
tax_198;2;1;0;0;0;1;1;0;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Thermoanaerobacterium"
tax_199;0;0;1;0;0;0;0;0;O_Firmicutes;"Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermodesulfobiaceae; Coprothermobacter"
tax_200;0;0;0;0;1;0;0;2;O_Firmicutes;"Bacteria; Firmicutes; Erysipelotrichi; Erysipelotrichales; Erysipelotrichaceae; Erysipelothrix"
tax_201;8;13;8;18;13;24;3;7;O_Firmicutes;"Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae"
tax_202;0;7;0;2;0;0;0;0;O_Firmicutes;"Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Catenibacterium"
tax_203;0;4;0;3;1;2;0;8;O_Firmicutes;"Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Coprobacillus"
tax_204;0;12;0;0;1;5;2;1;O_Firmicutes;"Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania"
tax_205;0;0;0;0;0;1;0;0;O_Firmicutes;"Bacteria; Firmicutes; Lactobacillales; Enterococcaceae; Enterococcus"
tax_206;3;2;1;1;5;2;1;5;O_Firmicutes;"Bacteria; Firmicutes; Lactobacillales; Lactobacillaceae; Lactobacillus"
tax_207;0;3;0;6;1;0;2;1;O_Firmicutes;"Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Acidaminococcus"
tax_208;2;2;0;0;5;0;0;0;O_Firmicutes;"Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister"
tax_209;3;0;0;0;1;1;3;0;O_Firmicutes;"Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Mitsuokella"
tax_210;0;5;0;2;2;0;0;1;O_Firmicutes;"Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Selenomonas"
tax_211;0;0;0;3;0;0;0;0;O_Firmicutes;"Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Thermosinus"
tax_212;1;5;1;3;4;2;0;1;O_Bacteria;"Bacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium"
tax_213;0;0;0;2;0;0;0;0;O_Bacteria;"Bacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Sebaldella"
tax_214;9;3;3;1;6;4;2;12;O_Bacteria;"Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Leptotrichia"
tax_215;1;0;0;0;0;0;0;0;O_Bacteria;"Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Sebaldella"
tax_216;0;0;0;1;0;0;0;0;O_Bacteria;"Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Streptobacillus"
tax_217;0;1;0;0;0;0;0;0;O_Bacteria;"Bacteria; Lentisphaerae; Lentisphaeria; Lentisphaerales; Lentisphaeraceae; Lentisphaera"
tax_218;0;0;0;2;0;0;0;0;O_Bacteria;"Bacteria; Lentisphaerae; Victivallales; Victivallaceae; Victivallis"
tax_219;0;0;0;0;1;0;0;0;O_Bacteria;"Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae; Leptospirillum"
tax_220;0;0;1;0;0;0;0;0;O_Bacteria;"Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; Planctomyces"
tax_221;0;0;0;1;0;0;1;0;O_Bacteria;"Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Blastopirellula"
tax_222;4;0;0;0;1;0;0;1;O_Bacteria;"Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Gemmata"
tax_223;0;1;0;1;0;0;0;1;O_Bacteria;"Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomyces"
tax_224;0;0;1;0;0;0;1;1;O_Bacteria;"Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Rhodopirellula"
tax_225;0;0;0;0;0;1;0;0;O_Bacteria;"Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; environmental samples"
tax_226;1;0;0;0;0;0;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas"
tax_227;0;0;0;0;1;0;1;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aurantimonadaceae; Aurantimonas"
tax_228;0;0;0;1;0;0;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella"
tax_229;0;0;0;0;0;0;0;1;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Beijerinckia"
tax_230;0;0;0;0;0;0;0;1;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylocella"
tax_231;0;1;0;0;1;0;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Nitrobacter"
tax_232;0;0;1;0;1;1;1;2;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Rhodopseudomonas"
tax_233;0;0;2;3;3;6;5;6;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella"
tax_234;0;0;0;0;0;1;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Ochrobactrum"
tax_235;0;0;0;0;0;1;0;1;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium"
tax_236;0;0;0;1;0;0;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium"
tax_237;0;0;0;0;0;0;0;1;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Candidatus Liberibacter"
tax_238;1;0;0;0;0;0;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex"
tax_239;1;1;0;1;1;0;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium"
tax_240;0;1;1;0;2;0;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium"
tax_241;2;0;0;0;0;1;0;1;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Azorhizobium"
tax_242;0;0;0;0;0;0;1;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Hyphomonadaceae; Hirschia"
tax_243;1;0;1;0;1;1;1;3;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Hyphomonadaceae; Hyphomonas"
tax_244;0;0;0;0;1;2;0;0;O_Proteobacteria;"Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Hyphomonadaceae; Oceanicaulis"
